Title,Cast and crew,Genre,Vote_Average,Vote_Count,Combined_Features
anuradha,balraj sahni leela naidu abhi bhattacharya nasir hussain hari shivdasani asit kumar sen ashim kumar brahm bhardwaj manav chitnis bhudo advani r p kapoor shailen ghosh m khopkar mukri,drama,0.0,0.0,balraj sahni leela naidu abhi bhattacharya nasir hussain hari shivdasani asit kumar sen ashim kumar brahm bhardwaj manav chitnis bhudo advani r p kapoor shailen ghosh m khopkar mukri drama
bewaqoof,kishore kumar mala sinha i s johar pran bipin gupta leela chitnis sabita chatterjee krishna kumari ulhas mukri asit kumar sen munshi munakka hiralal vinod mehra,,5.0,1.0,kishore kumar mala sinha i s johar pran bipin gupta leela chitnis sabita chatterjee krishna kumari ulhas mukri asit kumar sen munshi munakka hiralal vinod mehra 
love in simla,joy mukherjee sadhana azra kishore sahu shobhna samarth durga khote vijayalaxmi hari shivdasani master ramesh bazid khan fouza singh ravi tandon saibee sabherwal kiran kumar,comedy drama family,6.0,1.0,joy mukherjee sadhana azra kishore sahu shobhna samarth durga khote vijayalaxmi hari shivdasani master ramesh bazid khan fouza singh ravi tandon saibee sabherwal kiran kumar comedy drama family
chhalia,raj kapoor nutan pran rehman shobhna samarth,action,0.0,0.0,raj kapoor nutan pran rehman shobhna samarth action
college girl,shammi kapoor om prakash raj mehra achala sachdev leela mishra purnima nana palsikar kumud tripathi tabassum randhir mohan choti vinod sharma shyamlal ravikant,drama romance,1.0,2.0,shammi kapoor om prakash raj mehra achala sachdev leela mishra purnima nana palsikar kumud tripathi tabassum randhir mohan choti vinod sharma shyamlal ravikant drama romance
bombai ka babu,dev anand suchitra sen jeevan nasir hussain achala sachdev rashid khan dhumal jagdish raj manohar deepak,,5.5,2.0,dev anand suchitra sen jeevan nasir hussain achala sachdev rashid khan dhumal jagdish raj manohar deepak 
dil bhi tera hum bhi tere,balraj sahni kumkum sushil mohan choti hari shivdasani draz ishu tun tun bajaj ranvir raj khusal jankidas baby shobha kesari,,0.0,0.0,balraj sahni kumkum sushil mohan choti hari shivdasani draz ishu tun tun bajaj ranvir raj khusal jankidas baby shobha kesari 
bindiya,padmini balraj sahni jagdeep david abraham siddhu rajendra nath om prakash vijaya choudhury jayshree gadkar minoo mumtaz lalita pawar achala sachdev neelam hanumanthachari,,2.0,1.0,padmini balraj sahni jagdeep david abraham siddhu rajendra nath om prakash vijaya choudhury jayshree gadkar minoo mumtaz lalita pawar achala sachdev neelam hanumanthachari 
ek ke baad ek,dev anand tarla mehta sharda hiralal radhakrishan prabhu dayal ravikant madhu apte,drama family,6.8,12.0,dev anand tarla mehta sharda hiralal radhakrishan prabhu dayal ravikant madhu apte drama family
ek phool char kante,sunil dutt waheeda rehman johnny walker dhumal david abraham krishan dhawan rashid khan bir sakuja iqbal singh tun tun mumtaz begum bela bose radhika sarathkumar sulochana latkar,,5.0,2.0,sunil dutt waheeda rehman johnny walker dhumal david abraham krishan dhawan rashid khan bir sakuja iqbal singh tun tun mumtaz begum bela bose radhika sarathkumar sulochana latkar 
hum hindustani,sunil dutt joy mukherjee asha parekh prem chopra helen agha gajanan jagirdar joginder shelly mubarak leela chitnis,,6.0,1.0,sunil dutt joy mukherjee asha parekh prem chopra helen agha gajanan jagirdar joginder shelly mubarak leela chitnis 
jaali note,dev anand madhubala,,6.0,1.0,dev anand madhubala 
kalpana,iftekhar achala sachdev sunder s nazir balam,comedy horror,2.0,2.0,iftekhar achala sachdev sunder s nazir balam comedy horror
manzil,dev anand nutan k n singh achala sachdev manmohan krishna pratima devi mumtaz begum krishan dhawan badri prasad kundan zebunissa s k prem madhu sheela vaz,,4.5,2.0,dev anand nutan k n singh achala sachdev manmohan krishna pratima devi mumtaz begum krishan dhawan badri prasad kundan zebunissa s k prem madhu sheela vaz 
masoom,sarosh irani aziz honey irani ashok kumar manmohan krishna gautam anubha gupta chaman puri lalita kumari jeevan kala mukund banerjee amir banu bir sakuja mohan choti,drama family,6.364,22.0,sarosh irani aziz honey irani ashok kumar manmohan krishna gautam anubha gupta chaman puri lalita kumari jeevan kala mukund banerjee amir banu bir sakuja mohan choti drama family
parakh,motilal vasant choudhury sadhana nasir hussain jayant kanhaiyalal chaturvedi asit kumar sen rashid khan nishi durga khote leela chitnis mumtaz begum praveen paul moni chatterjee,,0.0,0.0,motilal vasant choudhury sadhana nasir hussain jayant kanhaiyalal chaturvedi asit kumar sen rashid khan nishi durga khote leela chitnis mumtaz begum praveen paul moni chatterjee 
return of mr. superman,paidi jairaj sheila ramani naazi shammi majnu helen david abraham ram mohan jagdish kanwal heera sawant nazir kashmiri mohinder arvind robert,action adventure,3.0,1.0,paidi jairaj sheila ramani naazi shammi majnu helen david abraham ram mohan jagdish kanwal heera sawant nazir kashmiri mohinder arvind robert action adventure
shriman satyawadi,raj kapoor shakila mehmood nasir hussain radhakrishan kumud tripathi raja nene moni chatterjee b n madhur arun sushil kumar haroon nasreen brahm bhardwaj,action crime drama,0.0,0.0,raj kapoor shakila mehmood nasir hussain radhakrishan kumud tripathi raja nene moni chatterjee b n madhur arun sushil kumar haroon nasreen brahm bhardwaj action crime drama
singapore,shammi kapoor padmini maria menado shashikala k n singh madan puri helen agha rajan kapoor lillian,adventure romance crime,5.7,17.0,shammi kapoor padmini maria menado shashikala k n singh madan puri helen agha rajan kapoor lillian adventure romance crime
tu nahin aur sahi,pradeep kumar kumkum nishi minoo mumtaz dinshaw kundan helen anwar hussain murad amar tun tun ramlal shyamlal kathana,drama romance,0.0,0.0,pradeep kumar kumkum nishi minoo mumtaz dinshaw kundan helen anwar hussain murad amar tun tun ramlal shyamlal kathana drama romance
usne kaha tha,sunil dutt nanda durga khote indrani mukherjee rajendra nath rashid khan mishra praveen paul sarita devi tarun bose asit kumar sen sushil kumar baby farida,,0.0,0.0,sunil dutt nanda durga khote indrani mukherjee rajendra nath rashid khan mishra praveen paul sarita devi tarun bose asit kumar sen sushil kumar baby farida 
sarhad,dev anand suchitra sen ragini sajjan anwar hussain dhumal samson lalita pawar moni chatterjee leela mishra akashdeep,action crime,5.0,1.0,dev anand suchitra sen ragini sajjan anwar hussain dhumal samson lalita pawar moni chatterjee leela mishra akashdeep action crime
zameen ke tare,agha master bhagwan daisy irani honey irani krishna kumari motilal mumtaz achala sachdev,drama family,0.0,0.0,agha master bhagwan daisy irani honey irani krishna kumari motilal mumtaz achala sachdev drama family
paigham,dilip kumar raaj kumar vyjayanthimala saroja devi b johnny walker pandharibai motilal minoo mumtaz s n banerjee pratima devi kurupanju pushpmala radha shivraj,drama,0.0,0.0,dilip kumar raaj kumar vyjayanthimala saroja devi b johnny walker pandharibai motilal minoo mumtaz s n banerjee pratima devi kurupanju pushpmala radha shivraj drama
navrang,sandhya mahipal keshavrao date baburao pendharkar vandana sawant agha ulhas vatsala deshmukh chandrakant,drama romance music,5.0,7.0,sandhya mahipal keshavrao date baburao pendharkar vandana sawant agha ulhas vatsala deshmukh chandrakant drama romance music
anari,raj kapoor nutan lalita pawar shubha khote motilal mukri ashim kumar nana palsikar paul mahendra brahm bhardwaj vishwa mehra ruby mayer meena t aruna,family drama comedy romance,5.0,5.0,raj kapoor nutan lalita pawar shubha khote motilal mukri ashim kumar nana palsikar paul mahendra brahm bhardwaj vishwa mehra ruby mayer meena t aruna family drama comedy romance
anari,raj kapoor nutan lalita pawar shubha khote motilal mukri ashim kumar nana palsikar paul mahendra brahm bhardwaj vishwa mehra ruby mayer meena t aruna,family drama comedy romance,5.0,5.0,raj kapoor nutan lalita pawar shubha khote motilal mukri ashim kumar nana palsikar paul mahendra brahm bhardwaj vishwa mehra ruby mayer meena t aruna family drama comedy romance
dhool ka phool,mala sinha rajendra kumar nanda manmohan krishna leela chitnis daisy irani amir banu mohan choti master kelly r p kapoor jagdish raj uma dutt ravikant narbada shankar,family,5.3,3.0,mala sinha rajendra kumar nanda manmohan krishna leela chitnis daisy irani amir banu mohan choti master kelly r p kapoor jagdish raj uma dutt ravikant narbada shankar family
goonj uthi shehnai,rajendra kumar ameeta anita guha i s johar ulhas manmohan krishna leela mishra pratap kumar chanda ram murthy aruna prem dhawan krishna kumari baby shobha,music romance,0.0,0.0,rajendra kumar ameeta anita guha i s johar ulhas manmohan krishna leela mishra pratap kumar chanda ram murthy aruna prem dhawan krishna kumari baby shobha music romance
dil deke dekho,shammi kapoor asha parekh sulochana latkar raj mehra randhir rajendra nath wasti mumtaz ali indira kewal kapoor tahir khan b k mukherjee surendra,,6.0,2.0,shammi kapoor asha parekh sulochana latkar raj mehra randhir rajendra nath wasti mumtaz ali indira kewal kapoor tahir khan b k mukherjee surendra 
sujata,nutan sunil dutt shashikala lalita pawar tarun bose sulochana latkar asit kumar sen ashim kumar paul mahendra baij sharma brahm bhardwaj moni chatterjee sabitri devi shivji bhai,drama romance,6.25,12.0,nutan sunil dutt shashikala lalita pawar tarun bose sulochana latkar asit kumar sen ashim kumar paul mahendra baij sharma brahm bhardwaj moni chatterjee sabitri devi shivji bhai drama romance
chhoti bahen,balraj sahni shyama rehman nanda mehmood shubha khote sudesh kumar veena dhumal badri prasad radhakrishan kanchanamala hari shivdasani keshav rana,,5.0,2.0,balraj sahni shyama rehman nanda mehmood shubha khote sudesh kumar veena dhumal badri prasad radhakrishan kanchanamala hari shivdasani keshav rana 
chirag kahan roshni kahan,mumtaz begum edwina honey irani rajendra kumar meena kumari minoo mumtaz nilambai s k prem madan puri asit kumar sen,drama family,0.0,0.0,mumtaz begum edwina honey irani rajendra kumar meena kumari minoo mumtaz nilambai s k prem madan puri asit kumar sen drama family
ardhangini,meena kumari raaj kumar shubha khote agha durga khote kumari naaz gopi krishna raja praveen paul,,0.0,0.0,meena kumari raaj kumar shubha khote agha durga khote kumari naaz gopi krishna raja praveen paul 
chand,balraj sahni manoj kumar meena kumari pandharibai,,0.0,0.0,balraj sahni manoj kumar meena kumari pandharibai 
aangan,agha ameeta rehman,drama,7.5,2.0,agha ameeta rehman drama
daaka,gippy grewal zareen khan,action comedy thriller,4.0,2.0,gippy grewal zareen khan action comedy thriller
jawani ki hawa,pradeep kumar vyjayanthimala purnima johnny walker raj mehra shammi anwar hussain badri prasad helen amar anil kumar s n banerjee kesho parsuram,romance crime thriller,0.0,0.0,pradeep kumar vyjayanthimala purnima johnny walker raj mehra shammi anwar hussain badri prasad helen amar anil kumar s n banerjee kesho parsuram romance crime thriller
do ustad,raj kapoor madhubala sulochana latkar daisy irani sheikh mukhtar uma dutt kamal mohan satish vyas randhir kapoor c b singh t n charlie sood fazal karim khan,action crime,4.0,1.0,raj kapoor madhubala sulochana latkar daisy irani sheikh mukhtar uma dutt kamal mohan satish vyas randhir kapoor c b singh t n charlie sood fazal karim khan action crime
char dil char rahen,raj kapoor ajit shammi kapoor meena kumari nimmi kumkum anwar hussain david abraham nana palsikar achala sachdev paidi jairaj rashid khan kumari naaz badri prasad,drama,6.0,1.0,raj kapoor ajit shammi kapoor meena kumari nimmi kumkum anwar hussain david abraham nana palsikar achala sachdev paidi jairaj rashid khan kumari naaz badri prasad drama
insan jaag utha,sunil dutt madhubala nasir hussain madan puri minoo mumtaz bipin gupta nishi,romance drama family,0.0,0.0,sunil dutt madhubala nasir hussain madan puri minoo mumtaz bipin gupta nishi romance drama family
barkha,jagdeep nanda shubha khote leela chitnis achala sachdev sriranjani neelam kusum thakur swaroop rani uday laxmi anand kumar david abraham mukri ulhas,drama,0.0,0.0,jagdeep nanda shubha khote leela chitnis achala sachdev sriranjani neelam kusum thakur swaroop rani uday laxmi anand kumar david abraham mukri ulhas drama
kaagaz ke phool,waheeda rehman guru dutt kumari naaz johnny walker mahesh kaul veena minoo mumtaz nilofer ruby mayer sheela vaz vikram kapoor mehmood mohan choti munshi munakka,drama romance,6.8,30.0,waheeda rehman guru dutt kumari naaz johnny walker mahesh kaul veena minoo mumtaz nilofer ruby mayer sheela vaz vikram kapoor mehmood mohan choti munshi munakka drama romance
kanhaiya,raj kapoor nutan lalita pawar madan puri leela mishra raj mehra pachhi vishwa mehra jagdish sethi uma dutt nasir hussain sushil mauji uma khosla,romance drama family,0.0,0.0,raj kapoor nutan lalita pawar madan puri leela mishra raj mehra pachhi vishwa mehra jagdish sethi uma dutt nasir hussain sushil mauji uma khosla romance drama family
love marriage,dev anand mala sinha abhi bhattacharya pranoti ghosh neeta kanchanamala sarita sharda suresh bob gunjan vijay kumar sailen bose wajid khan,,0.0,0.0,dev anand mala sinha abhi bhattacharya pranoti ghosh neeta kanchanamala sarita sharda suresh bob gunjan vijay kumar sailen bose wajid khan 
main nashe mein hoon,raj kapoor mala sinha mubarak leela chitnis nasir hussain maruti ramesh kapoor dhumal nishi jamal mahendra keshav rana bela sulakhe jagdish,drama family comedy,10.0,1.0,raj kapoor mala sinha mubarak leela chitnis nasir hussain maruti ramesh kapoor dhumal nishi jamal mahendra keshav rana bela sulakhe jagdish drama family comedy
raat ke rahi,shammi kapoor jabeen jalil anwar hussain iftekhar achala sachdev radhika hammad manohar prem prem sagar heera shujaat pyare suraj,,0.0,0.0,shammi kapoor jabeen jalil anwar hussain iftekhar achala sachdev radhika hammad manohar prem prem sagar heera shujaat pyare suraj 
madhumati,dilip kumar vyjayanthimala johnny walker pran jayant tiwari misra baij sharma bhudo advani jagdish sagar ranjit sood shivji bhai,romance music mystery,6.667,9.0,dilip kumar vyjayanthimala johnny walker pran jayant tiwari misra baij sharma bhudo advani jagdish sagar ranjit sood shivji bhai romance music mystery
madhumati,dilip kumar vyjayanthimala johnny walker pran jayant tiwari misra baij sharma bhudo advani jagdish sagar ranjit sood shivji bhai,romance music mystery,6.667,9.0,dilip kumar vyjayanthimala johnny walker pran jayant tiwari misra baij sharma bhudo advani jagdish sagar ranjit sood shivji bhai romance music mystery
chalti ka naam gaadi,ashok kumar madhubala anoop kumar kishore kumar k n singh sajjan s n banerjee mohan choti sahira kamal veena helen,comedy,5.45,10.0,ashok kumar madhubala anoop kumar kishore kumar k n singh sajjan s n banerjee mohan choti sahira kamal veena helen comedy
yahudi,sohrab modi dilip kumar meena kumari nigar sultana nasir hussain anwar hussain minoo mumtaz tiwari murad indira adil vikram kapoor kumari naaz master romi,romance drama action,5.7,3.0,sohrab modi dilip kumar meena kumari nigar sultana nasir hussain anwar hussain minoo mumtaz tiwari murad indira adil vikram kapoor kumari naaz master romi romance drama action
yahudi,sohrab modi dilip kumar meena kumari nigar sultana nasir hussain anwar hussain minoo mumtaz tiwari murad indira adil vikram kapoor kumari naaz master romi,romance drama action,5.7,3.0,sohrab modi dilip kumar meena kumari nigar sultana nasir hussain anwar hussain minoo mumtaz tiwari murad indira adil vikram kapoor kumari naaz master romi romance drama action
phir subah hogi,raj kapoor mala sinha mubarak rehman jagdish sethi,n a,0.0,0.0,raj kapoor mala sinha mubarak rehman jagdish sethi n a
veerapandiya kattabomman,shivaji ganesan gemini ganesan padmini varalakshmi s ragini v k ramasamy o a k thevar,history drama war,6.2,4.0,shivaji ganesan gemini ganesan padmini varalakshmi s ragini v k ramasamy o a k thevar history drama war
shararat,kishore kumar meena kumari raaj kumar kumkum sunder jagdish raj,drama comedy,0.0,0.0,kishore kumar meena kumari raaj kumar kumkum sunder jagdish raj drama comedy
sadhna,vyjayanthimala sunil dutt radhakrishan leela chitnis manmohan krishna nandini munshi munakka nissar ravikant uma dutt nazir kashmiri kathana munshi c l shah,,1.0,1.0,vyjayanthimala sunil dutt radhakrishan leela chitnis manmohan krishna nandini munshi munakka nissar ravikant uma dutt nazir kashmiri kathana munshi c l shah 
parvarish,raj kapoor mala sinha lalita pawar nasir hussain krishnakant mehmood radhakrishan sheela vaz brahm bhardwaj meena devraj munshi burhan nadir,drama action crime,6.6,5.0,raj kapoor mala sinha lalita pawar nasir hussain krishnakant mehmood radhakrishan sheela vaz brahm bhardwaj meena devraj munshi burhan nadir drama action crime
kala pani,dev anand madhubala nalini jaywant agha nasir hussain d k sapru kishore sahu krishan dhawan mukri m a latif bir sakuja jankidas praveen paul mumtaz begum,,4.8,6.0,dev anand madhubala nalini jaywant agha nasir hussain d k sapru kishore sahu krishan dhawan mukri m a latif bir sakuja jankidas praveen paul mumtaz begum 
howrah bridge,madhubala ashok kumar k n singh om prakash madan puri dhumal kammo sunder,thriller romance action,0.0,0.0,madhubala ashok kumar k n singh om prakash madan puri dhumal kammo sunder thriller romance action
dilli ka thug,kishore kumar nutan amar smriti biswas madan puri iftekhar krishnakant nirula mirajkar kumud tripathi niroo pratima devi tun tun bela paramnick,crime action comedy,0.0,0.0,kishore kumar nutan amar smriti biswas madan puri iftekhar krishnakant nirula mirajkar kumud tripathi niroo pratima devi tun tun bela paramnick crime action comedy
phagun,madhubala bharat bhushan jeevan kammo nishi cuckoo dhumal mehmood murad badri prasad rajendra,,0.0,0.0,madhubala bharat bhushan jeevan kammo nishi cuckoo dhumal mehmood murad badri prasad rajendra 
adalat,nargis pradeep kumar pran achala sachdev jawahar kaul roopmala murad pratima devi chand burke paro kamal lala yaqoob ramlal sagar,action drama,6.5,2.0,nargis pradeep kumar pran achala sachdev jawahar kaul roopmala murad pratima devi chand burke paro kamal lala yaqoob ramlal sagar action drama
aji bas shukriya,geeta bali suresh johnny walker tun tun shammi mukri shubha khote anwar hussain,,0.0,0.0,geeta bali suresh johnny walker tun tun shammi mukri shubha khote anwar hussain 
amardeep,dev anand vyjayanthimala padmini pran johnny walker ragini,n a,0.0,0.0,dev anand vyjayanthimala padmini pran johnny walker ragini n a
12 o'clock,guru dutt waheeda rehman shashikala rehman johnny walker sabita chatterjee hari shivdasani rajan kapoor tun tun amrit rana abrar alvi tanvir jagdish nirula bishan khanna,crime drama mystery thriller,7.0,1.0,guru dutt waheeda rehman shashikala rehman johnny walker sabita chatterjee hari shivdasani rajan kapoor tun tun amrit rana abrar alvi tanvir jagdish nirula bishan khanna crime drama mystery thriller
detective,pradeep kumar mala sinha johnny walker daisy irani k n singh krishnakant moni chatterjee bimla kumari dhumal gautam mukherjee bhagwan sinha bhattacharya ratan gaurang sailen bose,crime comedy drama,5.3,58.0,pradeep kumar mala sinha johnny walker daisy irani k n singh krishnakant moni chatterjee bimla kumari dhumal gautam mukherjee bhagwan sinha bhattacharya ratan gaurang sailen bose crime comedy drama
devar bhabhi,rajendra kumar leela mishra ram mohan balraj sahni sarita,drama,0.0,0.0,rajendra kumar leela mishra ram mohan balraj sahni sarita drama
do phool,kumari naaz master romi vijaya choudhury bipin gupta ulhas jeevan pratima devi rajan haksar neelam amir banu mumtaz begum banerjee nasreen amir ali,,6.0,1.0,kumari naaz master romi vijaya choudhury bipin gupta ulhas jeevan pratima devi rajan haksar neelam amir banu mumtaz begum banerjee nasreen amir ali 
ek shola,pradeep kumar mala sinha shubha khote nasir hussain jawahar kaul dhumal s k prem kumari naaz tun tun leela mishra honey irani narbada shankar rajan kapoor gopal vashist,action,3.2,4.0,pradeep kumar mala sinha shubha khote nasir hussain jawahar kaul dhumal s k prem kumari naaz tun tun leela mishra honey irani narbada shankar rajan kapoor gopal vashist action
ghar sansar,balraj sahni nargis rajendra kumar kumkum johnny walker shammi kumari naaz ansari devika kathana krishnakant jillani marharbleshwar parsuram,drama,0.0,0.0,balraj sahni nargis rajendra kumar kumkum johnny walker shammi kumari naaz ansari devika kathana krishnakant jillani marharbleshwar parsuram drama
jailor,sohrab modi geeta bali abhi bhattacharya nana palsikar daisy irani kamini kaushal eruch tarapore pratima devi pandey anil khwaja sabir lillian uma dutt jagdish kamal,drama,0.0,0.0,sohrab modi geeta bali abhi bhattacharya nana palsikar daisy irani kamini kaushal eruch tarapore pratima devi pandey anil khwaja sabir lillian uma dutt jagdish kamal drama
mehndi,ajit jayashree veena lalita pawar krishnakant m kumar mirza musharraf anwari muzaffar adeeb,drama,3.75,4.0,ajit jayashree veena lalita pawar krishnakant m kumar mirza musharraf anwari muzaffar adeeb drama
lajwanti,nargis balraj sahni kumari naaz prabhu dayal radhakrishan manorama kusum thakur mumtaz begum leela mishra nazir kashmiri amrit kumar krishna duggal daya devi ramlal,,6.3,3.0,nargis balraj sahni kumari naaz prabhu dayal radhakrishan manorama kusum thakur mumtaz begum leela mishra nazir kashmiri amrit kumar krishna duggal daya devi ramlal 
khazanchi,shyama balraj sahni chitra helen manorama rajan haksar,drama romance,0.0,0.0,shyama balraj sahni chitra helen manorama rajan haksar drama romance
raj tilak,gemini ganesan vyjayanthimala pran padmini gajanan jagirdar bipin gupta shivaji ganesan meenaxi lalita pawar durga khote manmohan krishna,adventure,0.0,0.0,gemini ganesan vyjayanthimala pran padmini gajanan jagirdar bipin gupta shivaji ganesan meenaxi lalita pawar durga khote manmohan krishna adventure
sahara,meena kumari m rajan kuldip kaur kanhaiyalal chaturvedi badri prasad leela mishra niranjan sharma sunder daisy irani sagar rirkoo shakeel nomani khanna black white,action adventure comedy drama mystery,5.905,1437.0,meena kumari m rajan kuldip kaur kanhaiyalal chaturvedi badri prasad leela mishra niranjan sharma sunder daisy irani sagar rirkoo shakeel nomani khanna black white action adventure comedy drama mystery
sitaron se aage,ashok kumar rajasulochana johnny walker jagdish sethi iftekhar manmohan krishna kundan samson shammi krishnakant rama shukul leela mishra tony walker brahm bhardwaj,drama music,0.0,0.0,ashok kumar rajasulochana johnny walker jagdish sethi iftekhar manmohan krishna kundan samson shammi krishnakant rama shukul leela mishra tony walker brahm bhardwaj drama music
sohni mahiwal,bharat bhushan nimmi om prakash mukri achala sachdev m kumar chand burke,romance drama action,5.267,15.0,bharat bhushan nimmi om prakash mukri achala sachdev m kumar chand burke romance drama action
solva saal,dev anand waheeda rehman jagdev kammo bir sakuja sunder bipin gupta a kapoor mauji prabhu tun tun anil balbir leela,comedy romance music drama,4.0,2.0,dev anand waheeda rehman jagdev kammo bir sakuja sunder bipin gupta a kapoor mauji prabhu tun tun anil balbir leela comedy romance music drama
talaq,rajendra kumar kamini kadam sajjan kusum thakur yashodra katju lal bahadur radhakrishan,drama,0.0,0.0,rajendra kumar kamini kadam sajjan kusum thakur yashodra katju lal bahadur radhakrishan drama
ragini,ashok kumar kishore kumar padmini jabeen jalil nasir hussain achala sachdev sunder pratima devi,horror,4.017,29.0,ashok kumar kishore kumar padmini jabeen jalil nasir hussain achala sachdev sunder pratima devi horror
naya daur,dilip kumar vyjayanthimala ajit chand usmani jeevan nasir hussain manmohan krishna leela chitnis s n banerjee pratima devi s nazir munshi munakka ravikant sagar,drama,7.5,2.0,dilip kumar vyjayanthimala ajit chand usmani jeevan nasir hussain manmohan krishna leela chitnis s n banerjee pratima devi s nazir munshi munakka ravikant sagar drama
zimbo,chitra azaad irani krishna kumari achala sachdev sheikh sardar mansur dalpat b m vyas pedro the chimpanzee muzaffar adeeb habib uma dutt h prakash shree bhagwan,fantasy animation,0.0,0.0,chitra azaad irani krishna kumari achala sachdev sheikh sardar mansur dalpat b m vyas pedro the chimpanzee muzaffar adeeb habib uma dutt h prakash shree bhagwan fantasy animation
mother india,nargis sunil dutt rajendra kumar raaj kumar kanhaiyalal chaturvedi jilloo maa kumkum chanchal sheela naik mukri siddiqui ram shastri fakir mohammad geeta,drama,7.218,87.0,nargis sunil dutt rajendra kumar raaj kumar kanhaiyalal chaturvedi jilloo maa kumkum chanchal sheela naik mukri siddiqui ram shastri fakir mohammad geeta drama
do aankhen barah haath,shantaram rajaram vankudre sandhya ulhas b m vyas paul sharma s k singh gajendra g ingawale chandarkar tyagraj asha devi shankarrao bhosle samar sunil,drama,0.0,0.0,shantaram rajaram vankudre sandhya ulhas b m vyas paul sharma s k singh gajendra g ingawale chandarkar tyagraj asha devi shankarrao bhosle samar sunil drama
paying guest,dev anand nutan gajanan jagirdar sajjan shubha khote gani dulari rajendra chaman puri sailen bose gitanjali master bapu,comedy drama crime,7.0,1.0,dev anand nutan gajanan jagirdar sajjan shubha khote gani dulari rajendra chaman puri sailen bose gitanjali master bapu comedy drama crime
paying guest,dev anand nutan gajanan jagirdar sajjan shubha khote gani dulari rajendra chaman puri sailen bose gitanjali master bapu,comedy drama crime,7.0,1.0,dev anand nutan gajanan jagirdar sajjan shubha khote gani dulari rajendra chaman puri sailen bose gitanjali master bapu comedy drama crime
aasha,kishore kumar vyjayanthimala pran om prakash lalita pawar minoo mumtaz,drama,6.636,11.0,kishore kumar vyjayanthimala pran om prakash lalita pawar minoo mumtaz drama
bhabhi,balraj sahni pandharibai jawahar kaul shyama raja gosavi nalini jagdeep nanda durga khote daisy irani shivraj bipin gupta anwar hussain indira,romance,1.0,1.0,balraj sahni pandharibai jawahar kaul shyama raja gosavi nalini jagdeep nanda durga khote daisy irani shivraj bipin gupta anwar hussain indira romance
pyaasa,guru dutt waheeda rehman mala sinha rehman johnny walker kumkum leela mishra shyam mehmood radheshyam tun tun maya dass moni chatterjee ashita,drama romance,3.0,1.0,guru dutt waheeda rehman mala sinha rehman johnny walker kumkum leela mishra shyam mehmood radheshyam tun tun maya dass moni chatterjee ashita drama romance
pyaasa,guru dutt waheeda rehman mala sinha rehman johnny walker kumkum leela mishra shyam mehmood radheshyam tun tun maya dass moni chatterjee ashita,drama romance,3.0,1.0,guru dutt waheeda rehman mala sinha rehman johnny walker kumkum leela mishra shyam mehmood radheshyam tun tun maya dass moni chatterjee ashita drama romance
tumsa nahin dekha,shammi kapoor ameeta pran raj mehra b m vyas sheela vaz kanu roy ram avtar s k singh anjali devi rajendra m b shetty s l puri,drama music romance,6.0,2.0,shammi kapoor ameeta pran raj mehra b m vyas sheela vaz kanu roy ram avtar s k singh anjali devi rajendra m b shetty s l puri drama music romance
musafir,shekhar suchitra sen bipin gupta durga khote kishore kumar nasir hussain nirupa roy dilip kumar usha kiran paul mahendra daisy irani david abraham mohan choti rajlakshmi devi,drama action thriller crime,5.794,18.0,shekhar suchitra sen bipin gupta durga khote kishore kumar nasir hussain nirupa roy dilip kumar usha kiran paul mahendra daisy irani david abraham mohan choti rajlakshmi devi drama action thriller crime
ab dilli dur nahin,master romi sulochana latkar lala yaqoob anwar hussain motilal nand kishore jagdeep baij sharma c s dubey shivaji rathore om prakash mehra manohar gir mohan choti suraj prakash,family drama,5.5,4.0,master romi sulochana latkar lala yaqoob anwar hussain motilal nand kishore jagdeep baij sharma c s dubey shivaji rathore om prakash mehra manohar gir mohan choti suraj prakash family drama
sharada,raj kapoor meena kumari shyama anita guha agha gope raj mehra manorama randhir vinod mehra rajan haksar w m khan mirajkar uma khosla,romance drama,5.5,4.0,raj kapoor meena kumari shyama anita guha agha gope raj mehra manorama randhir vinod mehra rajan haksar w m khan mirajkar uma khosla romance drama
dekh kabira roya,anita guha anoop kumar jawahar kaul ameeta daljeet shubha khote shivraj praveen paul rirkoo,romance comedy,5.0,2.0,anita guha anoop kumar jawahar kaul ameeta daljeet shubha khote shivraj praveen paul rirkoo romance comedy
ek gaon ki kahani,talat mahmood mala sinha i s johar bipin gupta abhi bhattacharya nirupa roy lalita pawar,drama,0.0,0.0,talat mahmood mala sinha i s johar bipin gupta abhi bhattacharya nirupa roy lalita pawar drama
kathputli,vyjayanthimala balraj sahni kamala kumari jawahar kaul sheila kashmiri c s dubey laxman rao jharna poonam jagat pal shyam kumar robert vijay,drama romance,6.5,2.0,vyjayanthimala balraj sahni kamala kumari jawahar kaul sheila kashmiri c s dubey laxman rao jharna poonam jagat pal shyam kumar robert vijay drama romance
hum panchhi ek daal ke,master romi satish vyas daisy irani jagdeep mohan choti ghanshyam kuthiravattam pappu david abraham maruti murad niranjan sharma b m vyas krishnakant v d puranik,drama,6.7,13.0,master romi satish vyas daisy irani jagdeep mohan choti ghanshyam kuthiravattam pappu david abraham maruti murad niranjan sharma b m vyas krishnakant v d puranik drama
