genre,movie_name,cast,director,TMDB_Genre,Vote_Average,Vote_Count
"Comedy, Drama, Romance",Dream Girl 2,"Paresh Rawal, Ananya Panday, Ayushmann Khurrana, Annu Kapoor",Raaj Shaandilyaa,"Comedy, Romance",5.5,6.0
"Comedy, Drama, Romance",Kushi,"Samantha Ruth Prabhu, Vijay Deverakonda, Lakshmi, Murli Sharma",Shiva Nirvana,"Romance, Comedy, Drama",5.0,16.0
"Drama, Family",Taare Zameen Par,"Darsheel Safary, Aamir Khan, Tanay Chheda, Sachet Engineer","Aamir Khan, Amole Gupte",Drama,8.0,1120.0
"Crime, Drama, Mystery",Drishyam,"Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor",Nishikant Kamat,"Action, Mystery, Thriller",0.0,0.0
"Crime, Drama, Thriller",Chor Nikal Ke Bhaga,"Yami Gautam, Sunny Kaushal, Sharad Kelkar, Indraneil Sengupta",Ajay Singh,"Crime, Thriller",7.0,118.0
"Biography, Crime, Drama",Gangubai Kathiawadi,"Alia Bhatt, Shantanu Maheshwari, Vijay Raaz, Indira Tiwari",Sanjay Leela Bhansali,"Crime, Drama, History",7.424,139.0
"Crime, Horror, Mystery",Gaslight,"Sara Ali Khan, Vikrant Massey, Chitrangda Singh, Rahul Dev",Pavan Kirpalani,"Thriller, Drama, Mystery, Crime",7.5,468.0
Thriller,The Buckingham Murders,"Kareena Kapoor, Keith Allen, Haqi Ali, Chris Wilson",Hansal Mehta,"Mystery, Crime, Drama",0.0,0.0
"Action, Adventure, Thriller",Fighter,"Hrithik Roshan, Deepika Padukone, Anil Kapoor, Akarsh Alagh",Siddharth Anand,"Drama, Crime",3.9,13.0
"Action, Adventure, Crime",Bholaa,"Ajay Devgn, Tabu, Abhishek Bachchan, Amala Paul",Ajay Devgn,"Action, Adventure, Crime, Thriller",6.104,24.0
"Action, Comedy, Drama",Om Shanti Om,"Shah Rukh Khan, Deepika Padukone, Arjun Rampal, Kirron Kher",Farah Khan,"Comedy, Thriller, Drama",7.1,344.0
"Drama, Musical, Romance",Kabhi Khushi Kabhie Gham...,"Shah Rukh Khan, Kajol, Amitabh Bachchan, Hrithik Roshan",Karan Johar,"Comedy, Drama",7.7,526.0
Drama,The Kerala Story,"Adah Sharma, Yogita Bihani, Sonia Balani, Siddhi Idnani","Sudipto Sen, Vipul Amrutlal Shah",Drama,4.026,19.0
"Action, Crime, Drama",Vikram Vedha,"Saif Ali Khan, Hrithik Roshan, Radhika Apte, Rohit Saraf","Gayatri, Pushkar","Action, Thriller, Crime, Adventure",7.358,179.0
"Drama, Musical","Swades: We, the People","Shah Rukh Khan, Gayatri Joshi, Kishori Ballal, Smith Seth",Ashutosh Gowariker,Drama,7.275,308.0
"Action, Adventure, Comedy",Bajrangi Bhaijaan,"Salman Khan, Harshaali Malhotra, Nawazuddin Siddiqui, Kareena Kapoor","Kabir Khan, Mehmet Tutkun","Comedy, Drama, Action",7.8,463.0
"Action, Crime, Drama",Bloody Daddy,"Shahid Kapoor, Vivan Bhatena, Diana Penty, Ronit Roy",Ali Abbas Zafar,"Action, Crime, Thriller",6.043,23.0
"Comedy, Drama",The Hundred-Foot Journey,"Helen Mirren, Om Puri, Manish Dayal, Charlotte Le Bon",Lasse Hallström,"Drama, Comedy",7.307,1398.0
Drama,The Kashmir Files,"Mithun Chakraborty, Anupam Kher, Darshan Kumaar, Pallavi Joshi",Vivek Agnihotri,"History, Drama",7.103,58.0
"Drama, Thriller",Akelli,"Nushrratt Bharuccha, Amir Boutrous, Nishant Dahiya, Vijay Kumar Dogra",Pranay Meshram,"Action, Drama, Thriller",7.0,2.0
"Comedy, Drama, Fantasy",OMG: Oh My God!,"Paresh Rawal, Akshay Kumar, Mithun Chakraborty, Mahesh Manjrekar",Umesh Shukla,"Comedy, Drama, Family, Fantasy",7.235,233.0
"Action, Adventure, Drama",Adipurush,"Kriti Sanon, Saif Ali Khan, Prabhas, Devdutta Nage",Om Raut,"Action, Adventure, Fantasy",5.198,81.0
"Action, Thriller",IB 71,"Anupam Kher, Vidyut Jammwal, Dalip Tahil, Nissar Khan","Sankalp Reddy, Lee Whittaker","Action, Thriller, War",6.5,18.0
"Drama, History, Romance",Padmaavat,"Deepika Padukone, Ranveer Singh, Shahid Kapoor, Aditi Rao Hydari",Sanjay Leela Bhansali,"Drama, History, Romance",6.917,260.0
"Comedy, Drama, Musical",Zindagi Na Milegi Dobara,"Hrithik Roshan, Farhan Akhtar, Abhay Deol, Katrina Kaif",Zoya Akhtar,"Drama, Comedy, Romance",7.6,333.0
"Drama, Romance",Jab Tak Hai Jaan,"Shah Rukh Khan, Katrina Kaif, Anushka Sharma, Lucy Phelps",Yash Chopra,"Drama, Romance",7.091,247.0
"Comedy, Crime, Drama",Monica O My Darling,"Rajkummar Rao, Huma Qureshi, Sikandar Kher, Bagavathi Perumal",Vasan Bala,"Crime, Comedy, Drama, Mystery",6.956,68.0
"Comedy, Fantasy, Horror",Bhediya,"Varun Dhawan, Kriti Sanon, Abhishek Banerjee, Deepak Dobriyal",Amar Kaushik,"Comedy, Fantasy, Horror",6.658,38.0
"Action, Adventure, Sci-Fi",Ra.One,"Shah Rukh Khan, Arjun Rampal, Kareena Kapoor, Shahana Goswami",Anubhav Sinha,"Adventure, Action, Science Fiction",5.7,323.0
"Comedy, Drama, Romance",Laal Singh Chaddha,"Aamir Khan, Ahmad Ibn Umar, Kareena Kapoor, Hafsa Ashraf",Advait Chandan,"Drama, Romance",6.475,61.0
"Action, Crime, Thriller",Don 2,"Shah Rukh Khan, Florian Lukas, Om Puri, Priyanka Chopra Jonas",Farhan Akhtar,"Action, Thriller",7.0,226.0
"Crime, Drama, Mystery",Chup,"Dulquer Salmaan, Shreya Dhanwanthary, Sunny Deol, Pooja Bhatt",R. Balki,"Animation, Adventure, Fantasy, Horror, Family",7.2,134.0
"Comedy, Drama, Musical",Kuch Kuch Hota Hai,"Shah Rukh Khan, Kajol, Rani Mukerji, Sana Saeed",Karan Johar,"Romance, Drama",7.5,371.0
"Action, Crime, Thriller",Don,"Shah Rukh Khan, Priyanka Chopra Jonas, Arjun Rampal, Isha Koppikar",Farhan Akhtar,"Family, Drama",8.2,4.0
"Drama, Musical, Romance",Devdas,"Shah Rukh Khan, Aishwarya Rai Bachchan, Madhuri Dixit, Jackie Shroff",Sanjay Leela Bhansali,"Drama, Romance",2.5,2.0
"Crime, Drama, Mystery",Badla,"Amitabh Bachchan, Taapsee Pannu, Amrita Singh, Antonio Aakeel",Sujoy Ghosh,"Science Fiction, Action",6.806,635.0
"Action, Crime, Drama",Gumraah,"Aditya Roy Kapoor, Mrunal Thakur, Ronit Roy, Vedika Pinto",Vardhan Ketkar,"Crime, Thriller",6.8,16.0
"Drama, Romance",The Lunchbox,"Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui, Lillete Dubey",Ritesh Batra,"Drama, Romance",7.329,683.0
"Comedy, Drama, Family",Zara Hatke Zara Bachke,"Vicky Kaushal, Sara Ali Khan, Inaamulhaq, Sushmita Mukherjee",Laxman Utekar,"Comedy, Drama, Romance",6.2,10.0
"Action, Crime, Fantasy",Street Fighter: The Legend of Chun-Li,"Kristin Kreuk, Neal McDonough, Michael Clarke Duncan, Chris Klein",Andrzej Bartkowiak,"Action, Adventure, Science Fiction, Thriller",4.4,437.0
"Action, Drama, Sci-Fi",Ganapath,"Tiger Shroff, Himanshu Jaykar, Kriti Sanon, Amitabh Bachchan",Vikas Bahl,"Action, Thriller",3.0,5.0
"Action, Drama, Fantasy",Kalki 2898-AD,"Deepika Padukone, Amitabh Bachchan, Dulquer Salmaan, Disha Patani",Nag Ashwin,"Drama, Action, Fantasy, Science Fiction",7.4,23.0
"Comedy, Drama, Musical",Kal Ho Naa Ho,"Preity G Zinta, Shah Rukh Khan, Saif Ali Khan, Jaya Bachchan",Nikkhil Advani,"Comedy, Drama, Romance",7.5,369.0
"Comedy, Drama, Musical",Bride & Prejudice,"Martin Henderson, Aishwarya Rai Bachchan, Nadira Babbar, Anupam Kher",Gurinder Chadha,"Drama, Comedy, Romance",6.443,359.0
"Crime, Drama",The White Tiger,"Adarsh Gourav, Rajkummar Rao, Priyanka Chopra Jonas, Vedant Sinha",Ramin Bahrani,Drama,6.96,844.0
"Drama, Romance",Lust Stories 2,"Tamannaah Bhatia, Vijay Varma, Neena Gupta, Mrunal Thakur","R. Balki, Sujoy Ghosh, Amit Ravindernath Sharma, Konkona Sen Sharma","Drama, Romance",5.542,36.0
"Action, Drama, History",Bajirao Mastani,"Ranveer Singh, Deepika Padukone, Priyanka Chopra Jonas, Tanvi Azmi",Sanjay Leela Bhansali,"History, Romance, Drama",7.274,272.0
"Mystery, Thriller",Kaun?,"Urmila Matondkar, Manoj Bajpayee, Sushant Singh",Ram Gopal Varma,"Thriller, Mystery",5.9,23.0
"Drama, Romance",Dear Zindagi,"Alia Bhatt, Shah Rukh Khan, Kunal Kapoor, Priyanka Moodley",Gauri Shinde,"Drama, Romance",7.057,221.0
"Comedy, Drama, Romance",Chhichhore,"Sushant Singh Rajput, Shraddha Kapoor, Varun Sharma, Prateik Patil Babbar",Nitesh Tiwari,"Romance, Comedy, Drama",7.656,128.0
"Drama, Mystery, Romance",Freddy,"Kartik Aaryan, Alaya F, Karan Pandit, Sajjad Delafrooz",Shashanka Ghosh,"Romance, Thriller",7.067,30.0
"Comedy, Drama, Musical",Yeh Jawaani Hai Deewani,"Ranbir Kapoor, Deepika Padukone, Aditya Roy Kapoor, Kalki Koechlin",Ayan Mukerji,"Romance, Comedy",7.224,250.0
"Drama, Romance",Sir,"Tillotama Shome, Vivek Gomber, Geetanjali Kulkarni, Rahul Vohra",Rohena Gera,Drama,0.0,0.0
"Biography, Drama",Mrs. Chatterjee vs. Norway,"Rani Mukerji, Jim Sarbh, Bodhisattwa Majumdar, Saswati Guhathakurta",Ashima Chibber,"Drama, Thriller",5.3,54.0
"Comedy, Drama",Munna Bhai M.B.B.S.,"Sanjay Dutt, Arshad Warsi, Gracy Singh, Boman Irani",Rajkumar Hirani,"Comedy, Drama",7.185,289.0
"Action, Drama, Thriller",Fan,"Shah Rukh Khan, Shriya Pilgaonkar, Sayani Gupta, Waluscha D'Souza",Maneesh Sharma,"Action, Adventure, Thriller",6.283,244.0
 ,Welcome to the Jungle,"Akshay Kumar, Sanjay Dutt, Disha Patani, Jacqueline Fernandez",Ahmed Khan,Comedy,5.0,406.0
"Action, Crime, Drama",Vikram Vedha,"Madhavan, Vijay Sethupathi, Shraddha Srinath, Kathir","Gayatri, Pushkar, Gowtham Selvaraj","Action, Thriller, Crime, Adventure",7.358,179.0
"Drama, Musical, Sport",Lagaan: Once Upon a Time in India,"Aamir Khan, Raghubir Yadav, Gracy Singh, Rachel Shelley",Ashutosh Gowariker,"Adventure, Romance, Drama",7.265,547.0
"Comedy, Drama",Trial Period,"Genelia Deshmukh, Manav Kaul, Shakti Kapoor, Sheeba Chaddha",Aleya Sen,"Comedy, Drama",5.5,4.0
"Comedy, Crime, Drama",Kathal: A Jackfruit Mystery,"Sanya Malhotra, Joshi Anantvijay, Vijay Raaz, Rajpal Naurang Yadav",Yashowardhan Mishra,"Mystery, Comedy, Crime, Drama",5.84,25.0
"Biography, Crime, Drama",Sardar Udham,"Vicky Kaushal, Shaun Scott, Stephen Hogan, Amol Parashar",Shoojit Sircar,"Crime, Drama, History",7.2,85.0
"Action, Comedy, Drama",Kisi Ka Bhai Kisi Ki Jaan,"Salman Khan, Pooja Hegde, Venkatesh Daggubati, Jagapathi Babu",Farhad Samji,"Romance, Action",5.229,24.0
"Action, Drama, Thriller",King of Kotha,"Dulquer Salmaan, Aishwarya Lekshmi, Soubin Shahir, Ritika Singh",Abhilash Joshiy,"Action, Drama, Crime",5.912,17.0
"Action, Adventure, Romance",Ek Tha Tiger,"Salman Khan, Katrina Kaif, Girish Karnad, Roshan Seth","Mathur Goswami, Kabir Khan","Action, Adventure, Thriller, Drama, Romance",6.141,181.0
"Action, Crime, Drama",HIT: The First Case,"Rajkummar Rao, Sanya Malhotra, Akhil Iyer, Jatin Goswami",Sailesh Kolanu,"Crime, Mystery, Thriller, Drama",6.5,23.0
Drama,Singham Again,"Kareena Kapoor, Deepika Padukone, Akshay Kumar, Ranveer Singh",Rohit Shetty,"Action, Drama",0.0,0.0
"Comedy, Drama, Romance",The Second Best Exotic Marigold Hotel,"Judi Dench, Maggie Smith, Bill Nighy, Dev Patel",John Madden,"Drama, Comedy",6.414,697.0
"Drama, Romance",Dilwale Dulhania Le Jayenge,"Shah Rukh Khan, Kajol, Amrish Puri, Farida Jalal",Aditya Chopra,"Comedy, Drama, Romance",8.537,4403.0
"Action, Adventure, Drama",Kill,"Lakshya, Raghav Juyal, Tanya Maniktala, Abhishek Chauhan",Nikhil Nagesh Bhat,"Thriller, Horror",0.0,0.0
"Drama, Romance",October,"Varun Dhawan, Banita Sandhu, Gitanjali Rao, Sahil Vedoliyaa","Shoojit Sircar, Kuran Dhillon","Drama, Romance",6.837,89.0
"Action, Comedy, Crime",An Action Hero,"Ayushmann Khurrana, Jaideep Ahlawat, Neeraj Madhav, Gautam Joglekar",Anirudh Iyer,"Action, Crime, Comedy, Adventure, Thriller",6.4,55.0
"Drama, Thriller",The Vaccine War,"Nivedita Bhattacharya, Anupam Kher, Girija Oak, Nana Patekar",Vivek Agnihotri,"Drama, Thriller",7.5,10.0
"Comedy, Drama, Romance",Jab We Met,"Shahid Kapoor, Kareena Kapoor, Tarun Arora, Dara Singh Randhawa",Imtiaz Ali,"Drama, Comedy, Romance",7.289,261.0
"Action, Crime, Drama",K.G.F: Chapter 1,"Yash, Srinidhi Shetty, Ramachandra Raju, Archana Jois",Prashanth Neel,"Thriller, Action, Adventure, Crime",7.357,206.0
"Comedy, Drama",Mimi,"Kriti Sanon, Evelyn Edwards, Pankaj Tripathi, Sai Tamhankar","Rajesh Bhatia, Laxman Utekar","Drama, Romance",5.2,4.0
"Drama, Thriller",Afwaah,"Nawazuddin Siddiqui, T.J. Bhanu, Bhumi Pednekar, Eisha Chopra",Sudhir Mishra,Drama,5.9,9.0
"Action, Crime, Drama",Godfather,"Chiranjeevi, Salman Khan, Nayanthara, Satyadev Kancharana",Mohan Raja,,6.8,10.0
"Drama, Romance",Laila Majnu,"Avinash Tiwary, Triptii Dimri, Sumit Kaul, Abrar Qazi",Sajid Ali,"Drama, History",0.0,0.0
"Action, Drama, Mystery",Ghajini,"Aamir Khan, Asin Thottumkal, Jiah Khan, Aamir Naik",A.R. Murugadoss,"Action, Romance, Thriller",7.026,384.0
"Comedy, Drama, Romance",Jab Harry Met Sejal,"Shah Rukh Khan, Anushka Sharma, Björn Freiberg, Bruce Huther",Imtiaz Ali,"Comedy, Drama, Romance",6.5,179.0
"Comedy, Drama, Romance",Barfi!,"Ranbir Kapoor, Priyanka Chopra Jonas, Ileana D'Cruz, Saurabh Shukla",Anurag Basu,"Drama, Romance, Comedy",7.516,306.0
Drama,Mumbai Meri Jaan,"Paresh Rawal, Kay Kay Menon, Irrfan Khan, Madhavan",Nishikant Kamat,Drama,7.0,23.0
"Action, Comedy, Crime",Ludo,"Pankaj Tripathi, Abhishek Bachchan, Rajkummar Rao, Fatima Sana Shaikh",Anurag Basu,Horror,2.9,44.0
"Action, Crime, Drama",Haider,"Shahid Kapoor, Tabu, Shraddha Kapoor, Kay Kay Menon",Vishal Bhardwaj,"Crime, Drama",7.224,217.0
"Action, Drama, History",Mission Majnu,"Sidharth Malhotra, Rashmika Mandanna, Parmeet Sethi, Zakir Hussain",Shantanu Bagchi,"Thriller, Action, Drama, History",6.719,32.0
"Crime, Drama, Mystery",Talaash,"Aamir Khan, Kareena Kapoor, Rani Mukerji, Nawazuddin Siddiqui","Reema Kagti, Priyamvada Narayanan","Crime, Drama, Thriller",6.8,207.0
"Drama, Music, Musical",Ae Dil Hai Mushkil,"Ranbir Kapoor, Aishwarya Rai Bachchan, Anushka Sharma, Fawad Khan",Karan Johar,"Romance, Drama",6.431,196.0
"Action, Crime, Drama",A Wednesday,"Anupam Kher, Naseeruddin Shah, Veerendra Saxena, Mahesh Kanual",Neeraj Pandey,"Drama, Thriller",7.0,298.0
"Drama, Mystery, Romance",Wajah Tum Ho,"Sharman Joshi, Sana Khan, Gurmeet Choudhary, Rajneesh Duggal",Vishal Pandya,"Drama, Mystery, Romance, Thriller",5.176,17.0
"Action, Drama, Thriller",Raazi,"Alia Bhatt, Vicky Kaushal, Rajit Kapoor, Shishir Sharma",Meghna Gulzar,"Thriller, Action, Drama, History",7.142,158.0
"Comedy, Drama, Romance",Dil Chahta Hai,"Aamir Khan, Saif Ali Khan, Akshaye Khanna, Preity G Zinta",Farhan Akhtar,"Drama, Romance",6.9,274.0
"Drama, Romance",Bye2,"Bhushan, Karan, Vipin Singh, Shreya Tyagi",Tanveer Hashmi,,,
"Comedy, Drama, Thriller",Darlings,"Alia Bhatt, Shefali Shah, Vijay Varma, Roshan Mathew",Jasmeet K Reen,,0.0,0.0
"Drama, Thriller",Runway 34,"Ajay Devgn, Amitabh Bachchan, Rakul Preet Singh, CarryMinati",Ajay Devgn,"Thriller, Drama",6.479,47.0
Drama,Masaan,"Richa Chadha, Sanjay Mishra, Vicky Kaushal, Pankaj Tripathi",Neeraj Ghaywan,Drama,6.976,167.0
"Biography, Comedy, Drama",Sanju,"Ranbir Kapoor, Paresh Rawal, Manisha Koirala, Vicky Kaushal",Rajkumar Hirani,"Drama, Action, Comedy",7.951,581.0
"Comedy, Crime, Drama",Govinda Naam Mera,"Vicky Kaushal, Kiara Advani, Bhumi Pednekar, Renuka Shahane",Shashank Khaitan,"Comedy, Drama, Romance",5.375,16.0
"Drama, Music, Romance",Rockstar,"Ranbir Kapoor, Nargis Fakhri, Shammi Kapoor, Kumud Mishra",Imtiaz Ali,"Drama, Music, Romance",7.24,181.0
"Crime, Drama, Thriller",Mom,"Sridevi, Sajal Ali, Akshaye Khanna, Adnan Siddiqui",Ravi Udyawar,"Comedy, Horror",5.4,23.0
"Drama, Romance",Kalank,"Alia Bhatt, Kiara Advani, Sanjay Dutt, Kriti Sanon",Abhishek Varman,"Drama, Romance",5.63,50.0
"Crime, Drama, Mystery",Article 15,"Ayushmann Khurrana, Nassar, Manoj Pahwa, Kumud Mishra",Anubhav Sinha,"Crime, Drama, Thriller",7.518,142.0
"Drama, Romance",Lust Stories,"Kiara Advani, Vicky Kaushal, Bhumi Pednekar, Neil Bhoopalam","Zoya Akhtar, Dibakar Banerjee, Karan Johar, Anurag Kashyap","Drama, Romance",6.265,120.0
"Action, Comedy, Drama",Shehzada,"Kartik Aaryan, Kriti Sanon, Paresh Rawal, Manisha Koirala",Rohit Dhawan,,0.0,0.0
"Comedy, Drama, Romance",Zero,"Shah Rukh Khan, Anushka Sharma, Katrina Kaif, Mohd. Zeeshan Ayyub",Aanand L. Rai,"Animation, Drama",7.2,59.0
"Drama, Thriller",A Thursday,"Yami Gautam, Atul Kulkarni, Neha Dhupia, Dimple Kapadia",Behzad Khambata,"Crime, Drama",6.294,34.0
"Comedy, Crime, Drama",Rang De Basanti,"Aamir Khan, Soha Ali Khan, Siddharth, Sharman Joshi",Rakeysh Omprakash Mehra,"Comedy, Drama, History, Romance",7.131,425.0
"Biography, Drama",Rocketry: The Nambi Effect,"Madhavan, Simran, Rajit Kapoor, Ravi Raghavendra",Madhavan,"Drama, History",7.4,37.0
"Action, Comedy, Drama",Dilwale,"Shah Rukh Khan, Kajol, Varun Dhawan, Kriti Sanon",Rohit Shetty,"Action, Drama, Romance",6.538,13.0
"Comedy, Drama, Family",Jug Jugg Jeeyo,"Varun Dhawan, Anil Kapoor, Kiara Advani, Neetu Singh",Raj Mehta,"Comedy, Drama",6.047,32.0
"Drama, Music, Romance",Gully Boy,"Ranveer Singh, Alia Bhatt, Siddhant Chaturvedi, Vijay Raaz",Zoya Akhtar,"Drama, Music",7.362,174.0
"Action, Comedy, Drama",Chennai Express,"Deepika Padukone, Shah Rukh Khan, Sathyaraj, Nikitin Dheer",Rohit Shetty,"Romance, Comedy, Action",6.508,319.0
"Action, Adventure, Thriller",War,"Hrithik Roshan, Tiger Shroff, Vaani Kapoor, Ashutosh Rana",Siddharth Anand,"Action, Thriller",6.303,1698.0
"Action, Biography, Drama",Shershaah,"Sidharth Malhotra, Kiara Advani, Shiv Panditt, Pranay Pachauri",Vishnuvardhan,"Action, Drama, Thriller, War",7.304,85.0
"Action, Comedy, Drama",Student of the Year 2,"Tiger Shroff, Ananya Panday, Tara Sutaria, Aditya Seal",Punit Malhotra,"Romance, Comedy, Drama",4.662,65.0
"Drama, Music",Qala,"Triptii Dimri, Babil Khan, Swastika Mukherjee, Amit Sial",Anvita Dutt,Drama,2.3,3.0
"Crime, Drama, Mystery",Talvar,"Irrfan Khan, Konkona Sen Sharma, Neeraj Kabi, Sohum Shah",Meghna Gulzar,"Thriller, Drama, Mystery",7.459,160.0
"Action, Comedy, Crime",Kuttey,"Tabu, Arjun Kapoor, Naseeruddin Shah, Konkona Sen Sharma",Aasmaan Bhardwaj,"Comedy, Crime, Thriller",6.0,17.0
"Comedy, Crime, Drama",Fukrey 3,"Pankaj Tripathi, Farhan Akhtar, Richa Chadha, Pulkit Samrat",Mrighdeep Lamba,"Comedy, Drama",5.7,9.0
"Action, Crime, Drama",Dangerous,"Naina Ganguly, Rajpal Naurang Yadav, Mithun Purandare, Apsara Rani",Ram Gopal Varma,"Action, Thriller",6.094,419.0
"Action, Adventure, Comedy",Bang Bang,"Hrithik Roshan, Katrina Kaif, Pawan Malhotra, Danny Denzongpa",Siddharth Anand,"Action, Crime, Thriller",5.0,8.0
"Crime, Drama, History",Hey Ram,"Kamal Haasan, Shah Rukh Khan, Rani Mukerji, Hema Malini",Kamal Haasan,"History, Drama, Crime",6.8,47.0
"Biography, Drama, History",83,"Ranveer Singh, Deepika Padukone, Tahir Raj Bhasin, Jiiva",Kabir Khan,"Drama, History",7.09,50.0
"Action, Comedy, Drama",Selfiee,"Akshay Kumar, Mrunal Thakur, Nushrratt Bharuccha, Emraan Hashmi",Raj Mehta,"Comedy, Drama",5.735,17.0
"Drama, Family, Musical",Veer-Zaara,"Shah Rukh Khan, Preity G Zinta, Rani Mukerji, Kirron Kher",Yash Chopra,"Drama, Romance",7.421,252.0
"Drama, Musical, Romance",Goliyon Ki Rasleela Ram-Leela,"Ranveer Singh, Deepika Padukone, Supriya Pathak, Sharad Kelkar",Sanjay Leela Bhansali,"Drama, Romance",6.963,176.0
"Action, Adventure",Thugs of Hindostan,"Aamir Khan, Amitabh Bachchan, Lloyd Owen, Katrina Kaif",Vijay Krishna Acharya,"Adventure, Action",5.515,100.0
"Drama, History",Bheed,"Rajkummar Rao, Pankaj Kapur, Bhumi Pednekar, Aditya Srivastav",Anubhav Sinha,Drama,6.0,13.0
"Drama, Romance",Kabhi Alvida Naa Kehna,"Shah Rukh Khan, Rani Mukerji, Amitabh Bachchan, Abhishek Bachchan",Karan Johar,"Drama, Romance",6.4,198.0
"Comedy, Crime, Drama",Badhaai Do,"Rajkummar Rao, Bhumi Pednekar, Chum Darang, Sheeba Chaddha",Harshavardhan Kulkarni,"Comedy, Drama",6.8,61.0
"Drama, Romance",Prem Ki Shaadi,"Salman Khan, Keerthy Suresh, Kriti Kharbanda, Parineeti Chopra",Sooraj R. Barjatya,"Romance, Drama",0.0,0.0
"Horror, Thriller",Ghost Stories,"Janhvi Kapoor, Surekha Sikri, Amruta Subhash, Vijay Varma","Zoya Akhtar, Dibakar Banerjee, Karan Johar, Anurag Kashyap",Horror,5.1,72.0
"Action, Crime, Drama",Pushpa: The Rule - Part 2,"Allu Arjun, Sunil, Fahadh Faasil, Rashmika Mandanna",Sukumar,"Crime, Action, Adventure, Thriller",0.0,0.0
"Action, Horror, Thriller",Climax,"Mia Malkova, Mourmi, Renan Severo",Ram Gopal Varma,"Horror, Drama",7.086,2010.0
"Comedy, Horror",Stree,"Ashish Chhipa, Rajkummar Rao, Shraddha Kapoor, Pankaj Tripathi",Amar Kaushik,,5.0,1.0
"Comedy, Drama, Romance",Monsoon Wedding,"Naseeruddin Shah, Lillete Dubey, Shefali Shah, Vijay Raaz",Mira Nair,"Comedy, Drama, Romance",6.782,190.0
"Action, Comedy, Crime",Delhi Belly,"Imran Khan, Vir Das, Kunaal Roy Kapur, Shenaz Treasury","Abhinay Deo, Akshat Verma","Action, Comedy",7.076,177.0
"Biography, Drama, History",Mission Raniganj,"Akshay Kumar, Parineeti Chopra, Rajesh Sharma, Ravi Kishan",Tinu Suresh Desai,"Drama, Action, Thriller",6.2,9.0
"Action, Comedy, Drama",Main Hoon Na,"Shah Rukh Khan, Sushmita Sen, Suniel Shetty, Zayed Khan",Farah Khan,Drama,6.7,299.0
"Action, Drama, Romance",Gadar: Ek Prem Katha,"Sunny Deol, Ameesha Patel, Amrish Puri, Lillete Dubey",Anil Sharma,"Action, Drama, Romance, History",6.677,62.0
"Comedy, Drama",Bhagwan Bharose,"Satendra Soni, Sparsh Suman, Vinay Pathak, Masumeh Makhija",Shiladitya Bora,"Drama, Comedy, Family",6.7,3.0
"Action, Crime, Drama",Omkara,"Ajay Devgn, Kareena Kapoor, Saif Ali Khan, Konkona Sen Sharma",Vishal Bhardwaj,,0.0,0.0
"Drama, Family, Sport",Chak De! India,"Shah Rukh Khan, Vidya Malvade, Sagarika Ghatge, Shilpa Shukla",Shimit Amin,Drama,7.179,315.0
"Drama, Musical, Romance",Mohabbatein,"Amitabh Bachchan, Shah Rukh Khan, Uday Chopra, Jugal Hansraj",Aditya Chopra,"Drama, Romance",7.04,227.0
"Action, Adventure, Sci-Fi",Krrish 3,"Hrithik Roshan, Vivek Oberoi, Priyanka Chopra Jonas, Kangana Ranaut",Rakesh Roshan,"Action, Science Fiction",5.667,171.0
"Action, Drama, Romance",Kabir Singh,"Shahid Kapoor, Kiara Advani, Nikita Dutta, Soham Majumdar",Sandeep Reddy Vanga,"Drama, Romance",6.5,131.0
"Crime, Drama, Mystery",Raat Akeli Hai,"Ashish Chhipa, Nawazuddin Siddiqui, Radhika Apte, Aditya Srivastav",Honey Trehan,"Crime, Mystery, Thriller",6.8,66.0
"Action, Comedy, Drama",Housefull 4,"Akshay Kumar, Riteish Deshmukh, Bobby Deol, Kriti Sanon",Farhad Samji,"Comedy, Drama, Romance",5.715,79.0
"Action, Comedy, Crime",Happy New Year,"Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan, Boman Irani",Farah Khan,"Action, Comedy, Crime",6.1,248.0
"Crime, Mystery, Thriller",Ittefaq,"Sidharth Malhotra, Sonakshi Sinha, Akshaye Khanna, Mandira Bedi",Abhay Chopra,"Crime, Mystery, Thriller",5.556,9.0
"Action, Drama, Romance",Sultan,"Salman Khan, Anushka Sharma, Randeep Hooda, Amit Sadh",Ali Abbas Zafar,"Romance, Family, Comedy",6.929,28.0
"Comedy, Drama, Romance",Dil Dhadakne Do,"Anil Kapoor, Shefali Shah, Priyanka Chopra Jonas, Ranveer Singh",Zoya Akhtar,"Drama, Family, Romance",6.769,134.0
"Crime, Drama, Thriller",Dhokha: Round D Corner,"Madhavan, Khushali Kumar, Aparshakti Khurana, Darshan Kumaar",Kookie Gulati,"Crime, Thriller",4.607,14.0
"Horror, Thriller",The Other Side of the Door,"Sarah Wayne Callies, Jeremy Sisto, Sofia Rosinsky, Logan Creran",Johannes Roberts,"Thriller, Horror",5.55,808.0
"Action, Biography, Crime",Omerta,"Rajkummar Rao, Rajesh Tailang, Satwant Kaur, Abhimanue Kamboj",Hansal Mehta,"Action, Drama",7.2,16.0
